bottle,n,p,np,ntrt,nfac,nstand,p.s,np.s,n.s,chla.init,nh4.init,srp.init,day1to3growth,day1to2growth,day2to3growth,day1to2srp,day2to3srp,day1to3srp,day1to2nh4,day2to3nh4,day1to3nh4,day,hrs,chla,nh4,srp,growth
22,30,2,33.17029707,30,b,0,-0.517493789432379,0.25583237867337505,0,0.081666667,1.964077316,5.257665455,0.0027817403710971283,0.0014164305809371714,0.0041666666810344834,0.02893439498993404,0.7900814095689654,0.40679339797480696,0.24111038123811762,0.47607784081896554,0.35775613864178,2,23.53333333,0.073333333,6.096843963,4.378411148,0.0014164305809371714
22,30,2,33.17029707,30,b,0,-0.517493789432379,0.25583237867337505,0,0.081666667,1.964077316,5.257665455,0.0027817403710971283,0.0014164305809371714,0.0041666666810344834,0.02893439498993404,0.7900814095689654,0.40679339797480696,0.24111038123811762,0.47607784081896554,0.35775613864178,3,23.2,0.17,17.14184987,22.70829985,0.0041666666810344834
23,10,1,22.11353138,10,a,-0.6091237526412396,-0.5847286425168899,0.04994600925252557,-0.609,0.081666667,1.964077316,5.257665455,0.0012829650747481851,0,0.0025917926565874735,0.5336022623805784,-0.8511218146436286,-0.15185096030279038,0.13388289305096926,0.1698063311015119,0.1516653789556903,1,24.6,0.04,-0.159972648,8.502674075,-0.001693766951219512
23,10,1,22.11353138,10,a,-0.6091237526412396,-0.5847286425168899,0.04994600925252557,-0.609,0.081666667,1.964077316,5.257665455,0.0012829650747481851,0,0.0025917926565874735,0.5336022623805784,-0.8511218146436286,-0.15185096030279038,0.13388289305096926,0.1698063311015119,0.1516653789556903,2,23.61666667,0.04,3.00189501,21.10458084,0
23,10,1,22.11353138,10,a,-0.6091237526412396,-0.5847286425168899,0.04994600925252557,-0.609,0.081666667,1.964077316,5.257665455,0.0012829650747481851,0,0.0025917926565874735,0.5336022623805784,-0.8511218146436286,-0.15185096030279038,0.13388289305096926,0.1698063311015119,0.1516653789556903,3,23.15,0.1,6.932911575,1.401110831,0.0025917926565874735
24,10,22,1.005160517,10,a,-0.6091237526412396,0.8272032722578386,-0.34310978691962934,-0.609,0.081666667,1.964077316,5.257665455,0.0025668449197860962,8.456659619450319e-4,0.004329004329004328,-0.23187057378435513,-0.2514253708658008,-0.24153294410695184,0.21669949255813956,0.46687993757575763,0.34031806539037435,1,24.65,0.03,0.343038953,16.19097118,-0.002096010831643002
24,10,22,1.005160517,10,a,-0.6091237526412396,0.8272032722578386,-0.34310978691962934,-0.609,0.081666667,1.964077316,5.257665455,0.0025668449197860962,8.456659619450319e-4,0.004329004329004328,-0.23187057378435513,-0.2514253708658008,-0.24153294410695184,0.21669949255813956,0.46687993757575763,0.34031806539037435,2,23.65,0.05,5.467981952,10.70723211,8.456659619450319e-4
24,10,22,1.005160517,10,a,-0.6091237526412396,0.8272032722578386,-0.34310978691962934,-0.609,0.081666667,1.964077316,5.257665455,0.0025668449197860962,8.456659619450319e-4,0.004329004329004328,-0.23187057378435513,-0.2514253708658008,-0.24153294410695184,0.21669949255813956,0.46687993757575763,0.34031806539037435,3,23.1,0.15,16.25290851,4.899306043,0.004329004329004328
26,50,17,6.503979818,50,c,0.6091237526412396,0.4910290068352842,-0.24071710051151354,0.609,0.081666667,1.964077316,5.257665455,0.002858163622722401,0.0016913319238900635,0.0040579710000000005,0.09927939763213532,0.8005702303043478,0.445039079335477,0.7346331030443976,0.6702397221739131,0.7028850267309754,1,24.76666667,0.04,0.075717413,3.537315529,-0.0016823687884680526
26,50,17,6.503979818,50,c,0.6091237526412396,0.4910290068352842,-0.24071710051151354,0.609,0.081666667,1.964077316,5.257665455,0.002858163622722401,0.0016913319238900635,0.0040579710000000005,0.09927939763213532,0.8005702303043478,0.445039079335477,0.7346331030443976,0.6702397221739131,0.7028850267309754,2,23.65,0.08,17.4497903,5.885273283,0.0016913319238900635
26,50,17,6.503979818,50,c,0.6091237526412396,0.4910290068352842,-0.24071710051151354,0.609,0.081666667,1.964077316,5.257665455,0.002858163622722401,0.0016913319238900635,0.0040579710000000005,0.09927939763213532,0.8005702303043478,0.445039079335477,0.7346331030443976,0.6702397221739131,0.7028850267309754,3,23,0.173333333,32.86530391,24.29838858,0.0040579710000000005
27,50,13,8.505204377,50,c,0.6091237526412396,0.22208959449724067,-0.2034525992640108,0.609,0.081666667,1.964077316,5.257665455,0.0042887776986625286,0.001688951442883737,0.006971677559912853,-0.20991387828429467,-0.009368737080610033,-0.11121814581209565,0.543698202004743,0.6650523063180828,0.6034210760760129,1,24.81666667,0.04,-0.279714459,7.541636937,-0.0016789791938644754
27,50,13,8.505204377,50,c,0.6091237526412396,0.22208959449724067,-0.2034525992640108,0.609,0.081666667,1.964077316,5.257665455,0.0042887776986625286,0.001688951442883737,0.006971677559912853,-0.20991387828429467,-0.009368737080610033,-0.11121814581209565,0.543698202004743,0.6650523063180828,0.6034210760760129,2,23.68333333,0.08,12.59687129,2.570176587,0.001688951442883737
27,50,13,8.505204377,50,c,0.6091237526412396,0.22208959449724067,-0.2034525992640108,0.609,0.081666667,1.964077316,5.257665455,0.0042887776986625286,0.001688951442883737,0.006971677559912853,-0.20991387828429467,-0.009368737080610033,-0.11121814581209565,0.543698202004743,0.6650523063180828,0.6034210760760129,3,22.95,0.24,27.85982172,2.355164071,0.006971677559912853
28,10,2,11.05676569,10,a,-0.6091237526412396,-0.517493789432379,-0.15594036016832402,-0.609,0.081666667,1.964077316,5.257665455,0.0015725518156949644,4.2283298097251594e-4,0.0027556200003996546,0.13113694803382667,0.27715971998218414,0.20310456865640494,0.0802854578435518,0.24636879962964017,0.16213997117670767,1,24.86666667,0.04,0.551404903,3.537315529,-0.0016756032303383908
28,10,2,11.05676569,10,a,-0.6091237526412396,-0.517493789432379,-0.15594036016832402,-0.609,0.081666667,1.964077316,5.257665455,0.0015725518156949644,4.2283298097251594e-4,0.0027556200003996546,0.13113694803382667,0.27715971998218414,0.20310456865640494,0.0802854578435518,0.24636879962964017,0.16213997117670767,2,23.65,0.05,2.450155981,6.63870435,4.2283298097251594e-4
28,10,2,11.05676569,10,a,-0.6091237526412396,-0.517493789432379,-0.15594036016832402,-0.609,0.081666667,1.964077316,5.257665455,0.0015725518156949644,4.2283298097251594e-4,0.0027556200003996546,0.13113694803382667,0.27715971998218414,0.20310456865640494,0.0802854578435518,0.24636879962964017,0.16213997117670767,3,22.98333333,0.113333333,8.112532225,13.00875858,0.0027556200003996546
29,30,2,33.17029707,30,b,0,-0.517493789432379,0.25583237867337505,0,0.081666667,1.964077316,5.257665455,0.002862254017479463,0.0012622720895845343,0.004528853162230993,0.3758128190216251,-0.4218030251830821,-0.014861989822560005,0.2855168417271365,0.31532805795247215,0.3001184714275323,1,24.95,0.04,0.288501494,1.77541411,-0.0016700066933867735
29,30,2,33.17029707,30,b,0,-0.517493789432379,0.25583237867337505,0,0.081666667,1.964077316,5.257665455,0.002862254017479463,0.0012622720895845343,0.004528853162230993,0.3758128190216251,-0.4218030251830821,-0.014861989822560005,0.2855168417271365,0.31532805795247215,0.3001184714275323,2,23.76666667,0.07,7.0742851,10.70723211,0.0012622720895845343
29,30,2,33.17029707,30,b,0,-0.517493789432379,0.25583237867337505,0,0.081666667,1.964077316,5.257665455,0.002862254017479463,0.0012622720895845343,0.004528853162230993,0.3758128190216251,-0.4218030251830821,-0.014861989822560005,0.2855168417271365,0.31532805795247215,0.3001184714275323,3,22.81666667,0.173333333,14.26902029,1.083093084,0.004528853162230993
30,10,4,5.528382845,10,a,-0.6091237526412396,-0.38302408326335724,-0.2588835448787488,-0.609,0.081666667,1.964077316,5.257665455,0.002145922746781116,8.409250176371302e-4,0.0035062089111020885,0.1423218514845581,-0.1436963948950042,0.002279298068669527,0.1038476891245757,0.24872972069412277,0.1747859942918455,1,24.95,0.04,0.068056447,1.294895541,-0.0016700066933867735
30,10,4,5.528382845,10,a,-0.6091237526412396,-0.38302408326335724,-0.2588835448787488,-0.609,0.081666667,1.964077316,5.257665455,0.002145922746781116,8.409250176371302e-4,0.0035062089111020885,0.1423218514845581,-0.1436963948950042,0.002279298068669527,0.1038476891245757,0.24872972069412277,0.1747859942918455,2,23.78333333,0.06,2.537900653,4.679783575,8.409250176371302e-4
30,10,4,5.528382845,10,a,-0.6091237526412396,-0.38302408326335724,-0.2588835448787488,-0.609,0.081666667,1.964077316,5.257665455,0.002145922746781116,8.409250176371302e-4,0.0035062089111020885,0.1423218514845581,-0.1436963948950042,0.002279298068669527,0.1038476891245757,0.24872972069412277,0.1747859942918455,3,22.81666667,0.14,8.213083781,1.401110831,0.0035062089111020885
31,30,22,3.015481552,30,b,0,0.8272032722578386,-0.3056759015619199,0,0.081666667,1.964077316,5.257665455,0.0025760286221715883,0.0012622720895845343,0.003944485024989849,2.2809835216155703,-2.2263287484402734,0.07328745802886763,0.5733527473249155,0.6269870413985409,0.5996229972666014,1,25,0.04,-0.136759,5.619562662,-0.00166666668
31,30,22,3.015481552,30,b,0,0.8272032722578386,-0.3056759015619199,0,0.081666667,1.964077316,5.257665455,0.0025760286221715883,0.0012622720895845343,0.003944485024989849,2.2809835216155703,-2.2263287484402734,0.07328745802886763,0.5733527473249155,0.6269870413985409,0.5996229972666014,2,23.76666667,0.07,13.48992463,59.8309377,0.0012622720895845343
31,30,22,3.015481552,30,b,0,0.8272032722578386,-0.3056759015619199,0,0.081666667,1.964077316,5.257665455,0.0025760286221715883,0.0012622720895845343,0.003944485024989849,2.2809835216155703,-2.2263287484402734,0.07328745802886763,0.5733527473249155,0.6269870413985409,0.5996229972666014,3,22.81666667,0.16,27.79567896,9.033536749,0.003944485024989849
32,50,4,27.64191423,50,c,0.6091237526412396,-0.38302408326335724,0.1528891940560546,0.609,0.081666667,1.964077316,5.257665455,0.003007518796992482,8.397480754597975e-4,0.005278592376140556,0.3215278510676658,0.09933239693538602,0.2130156421911923,0.46805534025639534,0.020205001322610737,0.2493414619119227,1,25.01666667,0.05,2.152614348,8.022155506,-0.001265822797965913
32,50,4,27.64191423,50,c,0.6091237526412396,-0.38302408326335724,0.1528891940560546,0.609,0.081666667,1.964077316,5.257665455,0.003007518796992482,8.397480754597975e-4,0.005278592376140556,0.3215278510676658,0.09933239693538602,0.2130156421911923,0.46805534025639534,0.020205001322610737,0.2493414619119227,2,23.81666667,0.07,13.30013237,15.67987716,8.397480754597975e-4
32,50,4,27.64191423,50,c,0.6091237526412396,-0.38302408326335724,0.1528891940560546,0.609,0.081666667,1.964077316,5.257665455,0.003007518796992482,8.397480754597975e-4,0.005278592376140556,0.3215278510676658,0.09933239693538602,0.2130156421911923,0.46805534025639534,0.020205001322610737,0.2493414619119227,3,22.73333333,0.19,13.7594594,17.93803365,0.005278592376140556
33,50,9,12.28529521,50,c,0.6091237526412396,-0.046849817840802846,-0.1330640969200306,0.609,0.081666667,1.964077316,5.257665455,0.003438395414980173,0.0016759776533972098,0.005294117646280277,-0.06781077162460743,0.0672742982548126,-0.00201002125329369,0.57882845526832,0.43415741464203567,0.5083583208655648,1,25.11666667,0.04,0.526717519,6.900945512,-0.0016589250296404877
33,50,9,12.28529521,50,c,0.6091237526412396,-0.046849817840802846,-0.1330640969200306,0.609,0.081666667,1.964077316,5.257665455,0.003438395414980173,0.0016759776533972098,0.005294117646280277,-0.06781077162460743,0.0672742982548126,-0.00201002125329369,0.57882845526832,0.43415741464203567,0.5083583208655648,2,23.86666667,0.08,14.34142332,5.282528429,0.0016759776533972098
33,50,9,12.28529521,50,c,0.6091237526412396,-0.046849817840802846,-0.1330640969200306,0.609,0.081666667,1.964077316,5.257665455,0.003438395414980173,0.0016759776533972098,0.005294117646280277,-0.06781077162460743,0.0672742982548126,-0.00201002125329369,0.57882845526832,0.43415741464203567,0.5083583208655648,3,22.66666667,0.2,24.18232472,6.807412523,0.005294117646280277
34,10,13,1.701040875,10,a,-0.6091237526412396,0.22208959449724067,-0.3301519035315894,-0.609,0.081666667,1.964077316,5.257665455,0.0017204301075268817,4.1899441334930255e-4,0.0030927835056101306,0.15440616152871423,-0.19407716618469473,-0.0152140388172043,0.22738149021963944,0.49241877506515747,0.3563853012473118,1,25.11666667,0.03,-0.155292998,3.857661242,-0.0020570670335690686
34,10,13,1.701040875,10,a,-0.6091237526412396,0.22208959449724067,-0.3301519035315894,-0.609,0.081666667,1.964077316,5.257665455,0.0017204301075268817,4.1899441334930255e-4,0.0030927835056101306,0.15440616152871423,-0.19407716618469473,-0.0152140388172043,0.22738149021963944,0.49241877506515747,0.3563853012473118,2,23.86666667,0.04,5.271545236,7.542821631,4.1899441334930255e-4
34,10,13,1.701040875,10,a,-0.6091237526412396,0.22208959449724067,-0.3301519035315894,-0.609,0.081666667,1.964077316,5.257665455,0.0017204301075268817,4.1899441334930255e-4,0.0030927835056101306,0.15440616152871423,-0.19407716618469473,-0.0152140388172043,0.22738149021963944,0.49241877506515747,0.3563853012473118,3,22.63333333,0.11,16.41662351,3.150208437,0.0030927835056101306
35,30,9,7.371177127,30,b,0,-0.046849817840802846,-0.22456914996906696,0,0.081666667,1.964077316,5.257665455,0.002363050483351235,0.0012561060713546558,0.0035294117641868506,0.11053078314173494,0.3504484255514046,0.2273542681847476,0.31815242922793474,0.5226404087319646,0.41772409129967775,1,25.1,0.04,-0.22294486,3.697488386,-0.001660026573705179
35,30,9,7.371177127,30,b,0,-0.046849817840802846,-0.22456914996906696,0,0.081666667,1.964077316,5.257665455,0.002363050483351235,0.0012561060713546558,0.0035294117641868506,0.11053078314173494,0.3504484255514046,0.2273542681847476,0.31815242922793474,0.5226404087319646,0.41772409129967775,2,23.88333333,0.07,7.375595657,6.337331923,0.0012561060713546558
35,30,9,7.371177127,30,b,0,-0.046849817840802846,-0.22456914996906696,0,0.081666667,1.964077316,5.257665455,0.002363050483351235,0.0012561060713546558,0.0035294117641868506,0.11053078314173494,0.3504484255514046,0.2273542681847476,0.31815242922793474,0.5226404087319646,0.41772409129967775,3,22.66666667,0.15,19.22211159,14.28082957,0.0035294117641868506
36,30,17,3.902387891,30,b,0,0.4910290068352842,-0.2891609521388534,0,0.081666667,1.964077316,5.257665455,0.0019340974213419842,0.0016701461377870567,0.002214022140548195,0.5446087135699375,-0.3859523588761554,0.09299329341640353,0.6792297970772444,0.5160416878990467,0.600032129484243,1,25.16666667,0.03,-0.19123954,11.22561263,-0.002052980145423446
36,30,17,3.902387891,30,b,0,0.4910290068352842,-0.2891609521388534,0,0.081666667,1.964077316,5.257665455,0.0019340974213419842,0.0016701461377870567,0.002214022140548195,0.5446087135699375,-0.3859523588761554,0.09299329341640353,0.6792297970772444,0.5160416878990467,0.600032129484243,2,23.95,0.07,16.0763141,24.26899132,0.0016701461377870567
36,30,17,3.902387891,30,b,0,0.4910290068352842,-0.2891609521388534,0,0.081666667,1.964077316,5.257665455,0.0019340974213419842,0.0016701461377870567,0.002214022140548195,0.5446087135699375,-0.3859523588761554,0.09299329341640353,0.6792297970772444,0.5160416878990467,0.600032129484243,3,22.58333333,0.12,27.73025555,15.55290055,0.002214022140548195
37,30,4,16.58514854,30,b,0,-0.38302408326335724,-0.05299717536479502,0,0.081666667,1.964077316,5.257665455,0.002151308712491745,0.0012543554005220408,0.003101920235878594,0.20523442408289416,-0.2707222376409568,-0.025832381215370032,0.26327296252776683,0.2393333020325947,0.25165076808151293,1,25.26666667,0.03,4.552328672,6.10008123,-0.0020448548941893333
37,30,4,16.58514854,30,b,0,-0.38302408326335724,-0.05299717536479502,0,0.081666667,1.964077316,5.257665455,0.002151308712491745,0.0012543554005220408,0.003101920235878594,0.20523442408289416,-0.2707222376409568,-0.025832381215370032,0.26327296252776683,0.2393333020325947,0.25165076808151293,2,23.91666667,0.06,10.84894036,11.00860454,0.0012543554005220408
37,30,4,16.58514854,30,b,0,-0.38302408326335724,-0.05299717536479502,0,0.081666667,1.964077316,5.257665455,0.002151308712491745,0.0012543554005220408,0.003101920235878594,0.20523442408289416,-0.2707222376409568,-0.025832381215370032,0.26327296252776683,0.2393333020325947,0.25165076808151293,3,22.56666667,0.13,16.24989521,4.899306043,0.003101920235878594
38,10,9,2.457059042,10,a,-0.6091237526412396,-0.046849817840802846,-0.316074203055345,-0.609,0.081666667,1.964077316,5.257665455,0.0017953321291349852,0.0012569832400479073,0.0023651145454545454,0.11903866665935213,1.3542582986252774,0.719129209542612,0.04236870891866358,0.46478912266075384,0.24758767471830606,1,25.35,0.03,1.974713811,6.660686228,-0.0020381328205128202
38,10,9,2.457059042,10,a,-0.6091237526412396,-0.046849817840802846,-0.316074203055345,-0.609,0.081666667,1.964077316,5.257665455,0.0017953321291349852,0.0012569832400479073,0.0023651145454545454,0.11903866665935213,1.3542582986252774,0.719129209542612,0.04236870891866358,0.46478912266075384,0.24758767471830606,2,23.86666667,0.06,2.985913664,9.501742406,0.0012569832400479073
38,10,9,2.457059042,10,a,-0.6091237526412396,-0.046849817840802846,-0.316074203055345,-0.609,0.081666667,1.964077316,5.257665455,0.0017953321291349852,0.0012569832400479073,0.0023651145454545454,0.11903866665935213,1.3542582986252774,0.719129209542612,0.04236870891866358,0.46478912266075384,0.24758767471830606,3,22.55,0.113333333,13.46690838,40.04026704,0.0023651145454545454
39,30,1,66.34059414,30,b,0,-0.5847286425168899,0.8734914869359238,0,0.081666667,1.964077316,5.257665455,0.0017235188508636608,0.0012569832400479075,0.002217294900221729,0.08358766033748775,-0.017363416674057653,0.034543923466100974,0.1762568844725898,0.4257857742793792,0.29748223021203,1,25.85,0.04,0.97465324,3.136883389,-0.00161186332688588
39,30,1,66.34059414,30,b,0,-0.5847286425168899,0.8734914869359238,0,0.081666667,1.964077316,5.257665455,0.0017235188508636608,0.0012569832400479075,0.002217294900221729,0.08358766033748775,-0.017363416674057653,0.034543923466100974,0.1762568844725898,0.4257857742793792,0.29748223021203,2,23.86666667,0.07,5.18131755,5.131842216,0.0012569832400479075
39,30,1,66.34059414,30,b,0,-0.5847286425168899,0.8734914869359238,0,0.081666667,1.964077316,5.257665455,0.0017235188508636608,0.0012569832400479075,0.002217294900221729,0.08358766033748775,-0.017363416674057653,0.034543923466100974,0.1762568844725898,0.4257857742793792,0.29748223021203,3,22.55,0.12,14.78278676,4.74029717,0.002217294900221729
40,50,22,5.025802587,50,c,0.6091237526412396,0.8272032722578386,-0.2682420162042105,0.609,0.081666667,1.964077316,5.257665455,0.0036624775580852797,0.001257861635220126,0.006203840471757187,0.04029860628930822,0.24143633482401233,0.1380869310493295,0.5869303635639412,0.721657823379371,0.6524316133319619,1,25.43333333,0.04,0.259703649,9.1433655,-0.0016382700002147141
40,50,22,5.025802587,50,c,0.6091237526412396,0.8272032722578386,-0.2682420162042105,0.609,0.081666667,1.964077316,5.257665455,0.0036624775580852797,0.001257861635220126,0.006203840471757187,0.04029860628930822,0.24143633482401233,0.1380869310493295,0.5869303635639412,0.721657823379371,0.6524316133319619,2,23.85,0.07,14.25799282,10.10448726,0.001257861635220126
40,50,22,5.025802587,50,c,0.6091237526412396,0.8272032722578386,-0.2682420162042105,0.609,0.081666667,1.964077316,5.257665455,0.0036624775580852797,0.001257861635220126,0.006203840471757187,0.04029860628930822,0.24143633482401233,0.1380869310493295,0.5869303635639412,0.721657823379371,0.6524316133319619,3,22.56666667,0.21,30.54340437,15.55290055,0.006203840471757187
41,50,1,110.5676569,50,c,0.6091237526412396,-0.5847286425168899,1.6970369646193222,0.609,0.081666667,1.964077316,5.257665455,0.001006108523248732,0.00111888113302362,8.869179600886914e-4,0.36530092536577635,0.26760589050997785,0.3178049202743662,0.363364233827044,0.6066889011086475,0.4816604159526885,1,26.05,0.043333333,9.582643125,0.494031259,-0.0014715291362763913
41,50,1,110.5676569,50,c,0.6091237526412396,-0.5847286425168899,1.6970369646193222,0.609,0.081666667,1.964077316,5.257665455,0.001006108523248732,0.00111888113302362,8.869179600886914e-4,0.36530092536577635,0.26760589050997785,0.3178049202743662,0.363364233827044,0.6066889011086475,0.4816604159526885,2,23.83333333,0.07,18.24282403,9.200369979,0.00111888113302362
41,50,1,110.5676569,50,c,0.6091237526412396,-0.5847286425168899,1.6970369646193222,0.609,0.081666667,1.964077316,5.257665455,0.001006108523248732,0.00111888113302362,8.869179600886914e-4,0.36530092536577635,0.26760589050997785,0.3178049202743662,0.363364233827044,0.6066889011086475,0.4816604159526885,3,22.55,0.09,31.92365875,15.23488281,8.869179600886914e-4
42,30,13,5.103122626,30,b,0,0.22208959449724067,-0.26680225139780006,0,0.081666667,1.964077316,5.257665455,NA,0.0021008403361344537,NA,0.05513140945378151,NA,NA,0.4795193688235294,NA,NA,1,25.6,0.04,0.134812992,3.216969817,-0.0016276041796874998
42,30,13,5.103122626,30,b,0,0.22208959449724067,-0.26680225139780006,0,0.081666667,1.964077316,5.257665455,NA,0.0021008403361344537,NA,0.05513140945378151,NA,NA,0.4795193688235294,NA,NA,2,23.8,0.09,11.54737397,4.529097362,0.0021008403361344537
42,30,13,5.103122626,30,b,0,0.22208959449724067,-0.26680225139780006,0,0.081666667,1.964077316,5.257665455,NA,0.0021008403361344537,NA,0.05513140945378151,NA,NA,0.4795193688235294,NA,NA,3,NA,NA,NA,NA,NA
43,10,17,1.300795964,10,a,-0.6091237526412396,0.4910290068352842,-0.3376048037661933,-0.609,0.081666667,1.964077316,5.257665455,0.00237495501962037,4.2016806722689084e-4,0.0044411546995645965,2.224440293109244,-2.1488768257366577,0.09836925028439228,0.06287162546218487,0.43924531774400516,0.24584422650983484,1,25.58333333,0.03,0.923561678,1.615241254,-0.0020195439872338168
43,10,17,1.300795964,10,a,-0.6091237526412396,0.4910290068352842,-0.3376048037661933,-0.609,0.081666667,1.964077316,5.257665455,0.00237495501962037,4.2016806722689084e-4,0.0044411546995645965,2.224440293109244,-2.1488768257366577,0.09836925028439228,0.06287162546218487,0.43924531774400516,0.24584422650983484,2,23.8,0.04,2.419906364,54.55692023,4.2016806722689084e-4
43,10,17,1.300795964,10,a,-0.6091237526412396,0.4910290068352842,-0.3376048037661933,-0.609,0.081666667,1.964077316,5.257665455,0.00237495501962037,4.2016806722689084e-4,0.0044411546995645965,2.224440293109244,-2.1488768257366577,0.09836925028439228,0.06287162546218487,0.43924531774400516,0.24584422650983484,3,22.51666667,0.14,12.31024677,6.17137703,0.0044411546995645965
44,50,2,55.28382845,50,c,0.6091237526412396,-0.517493789432379,0.6676051175150743,0.609,0.081666667,1.964077316,5.257665455,0.001725997842502697,4.2046250881856495e-4,0.003101920235878594,0.19619919631341265,0.15300012813101915,0.17516664028047463,0.2985436670495506,0.42126719594959133,0.35829471277238406,1,25.66666667,0.05,7.663880513,0.01351269,-0.0012337662465930171
