bottle,n,p,np,ntrt,nfac,nstand,p.s,np.s,n.s,chla.init,nh4.init,srp.init,day1to3growth,day1to2growth,day2to3growth,day1to2srp,day2to3srp,day1to3srp,day1to2nh4,day2to3nh4,day1to3nh4,day,hrs,chla,nh4,srp,growth
44,50,2,55.28382845,50,c,0.6091237526412396,-0.517493789432379,0.6676051175150743,0.609,0.081666667,1.964077316,5.257665455,0.001725997842502697,4.2046250881856495e-4,0.003101920235878594,0.19619919631341265,0.15300012813101915,0.17516664028047463,0.2985436670495506,0.42126719594959133,0.35829471277238406,2,23.78333333,0.06,14.76424406,4.679783575,4.2046250881856495e-4
44,50,2,55.28382845,50,c,0.6091237526412396,-0.517493789432379,0.6676051175150743,0.609,0.081666667,1.964077316,5.257665455,0.001725997842502697,4.2046250881856495e-4,0.003101920235878594,0.19619919631341265,0.15300012813101915,0.17516664028047463,0.2985436670495506,0.42126719594959133,0.35829471277238406,3,22.56666667,0.13,24.27084045,8.132486467,0.003101920235878594
45,10,17,1.300795964,10,a,-0.6091237526412396,0.4910290068352842,-0.3376048037661933,-0.609,0.081666667,1.964077316,5.257665455,7.222824052004332e-4,4.2313117072258547e-4,0.0010362694150945566,-0.1454402690896249,-0.014801765815721426,-0.08170151215601303,0.1513569619254382,0.9112657692951496,0.5221178138244854,1,25.2,0.02,-0.120721738,9.623884069,-0.00244708996031746
45,10,17,1.300795964,10,a,-0.6091237526412396,0.4910290068352842,-0.3376048037661933,-0.609,0.081666667,1.964077316,5.257665455,7.222824052004332e-4,4.2313117072258547e-4,0.0010362694150945566,-0.1454402690896249,-0.014801765815721426,-0.08170151215601303,0.1513569619254382,0.9112657692951496,0.5221178138244854,2,23.63333333,0.03,3.456347795,6.18664571,4.2313117072258547e-4
45,10,17,1.300795964,10,a,-0.6091237526412396,0.4910290068352842,-0.3376048037661933,-0.609,0.081666667,1.964077316,5.257665455,7.222824052004332e-4,4.2313117072258547e-4,0.0010362694150945566,-0.1454402690896249,-0.014801765815721426,-0.08170151215601303,0.1513569619254382,0.9112657692951496,0.5221178138244854,3,22.51666667,0.053333333,23.97501537,5.853359283,0.0010362694150945566
46,50,2,55.28382845,50,c,0.6091237526412396,-0.517493789432379,0.6676051175150743,0.609,0.081666667,1.964077316,5.257665455,6.502890173880267e-4,8.456659619450317e-4,4.447739066634213e-4,NA,NA,0.01835012544930274,0.40297112266384777,0.4343131677441532,0.4182458404420698,1,25.23333333,0.04,4.377857109,8.823019788,-0.0016512549671930323
46,50,2,55.28382845,50,c,0.6091237526412396,-0.517493789432379,0.6676051175150743,0.609,0.081666667,1.964077316,5.257665455,6.502890173880267e-4,8.456659619450317e-4,4.447739066634213e-4,NA,NA,0.01835012544930274,0.40297112266384777,0.4343131677441532,0.4182458404420698,2,23.65,0.06,13.90812416,NA,8.456659619450317e-4
46,50,2,55.28382845,50,c,0.6091237526412396,-0.517493789432379,0.6676051175150743,0.609,0.081666667,1.964077316,5.257665455,6.502890173880267e-4,8.456659619450317e-4,4.447739066634213e-4,NA,NA,0.01835012544930274,0.40297112266384777,0.4343131677441532,0.4182458404420698,3,22.48333333,0.07,23.67293188,9.669572242,4.447739066634213e-4
47,30,4,16.58514854,30,b,0,-0.38302408326335724,-0.05299717536479502,0,0.081666667,1.964077316,5.257665455,0.00108420672200331,8.438818565400846e-4,0.0013382899626262765,1.0217903794514769,-0.18950521960007355,0.43299653021084233,0.2601622631223629,0.37651694122282275,0.3167206447837571,1,25.25,0.03,-0.208661313,3.216969817,-0.0020462046336633664
47,30,4,16.58514854,30,b,0,-0.38302408326335724,-0.05299717536479502,0,0.081666667,1.964077316,5.257665455,0.00108420672200331,8.438818565400846e-4,0.0013382899626262765,1.0217903794514769,-0.18950521960007355,0.43299653021084233,0.2601622631223629,0.37651694122282275,0.3167206447837571,2,23.7,0.05,5.957184323,27.43340181,8.438818565400846e-4
47,30,4,16.58514854,30,b,0,-0.38302408326335724,-0.05299717536479502,0,0.081666667,1.964077316,5.257665455,0.00108420672200331,8.438818565400846e-4,0.0013382899626262765,1.0217903794514769,-0.18950521960007355,0.43299653021084233,0.2601622631223629,0.37651694122282275,0.3167206447837571,3,22.41666667,0.08,14.39743909,23.18532647,0.0013382899626262765
48,10,9,2.457059042,10,a,-0.6091237526412396,-0.046849817840802846,-0.316074203055345,-0.609,0.081666667,1.964077316,5.257665455,6.507592190889371e-4,4.222378607209342e-4,8.921933084175179e-4,0.4283896250427009,-0.3849524533256576,0.0328924827548807,0.13875377212368104,0.5230011400263195,0.32559856963123646,1,25.28333333,0.02,0.00628876,4.178006955,-0.0024390244037493765
48,10,9,2.457059042,10,a,-0.6091237526412396,-0.046849817840802846,-0.316074203055345,-0.609,0.081666667,1.964077316,5.257665455,6.507592190889371e-4,4.222378607209342e-4,8.921933084175179e-4,0.4283896250427009,-0.3849524533256576,0.0328924827548807,0.13875377212368104,0.5230011400263195,0.32559856963123646,2,23.68333333,0.03,3.292440596,14.32370124,4.222378607209342e-4
48,10,9,2.457059042,10,a,-0.6091237526412396,-0.046849817840802846,-0.316074203055345,-0.609,0.081666667,1.964077316,5.257665455,6.507592190889371e-4,4.222378607209342e-4,8.921933084175179e-4,0.4283896250427009,-0.3849524533256576,0.0328924827548807,0.13875377212368104,0.5230011400263195,0.32559856963123646,3,22.41666667,0.05,15.01638282,5.69435041,8.921933084175179e-4
49,10,2,11.05676569,10,a,-0.6091237526412396,-0.517493789432379,-0.15594036016832402,-0.609,0.081666667,1.964077316,5.257665455,6.54783557609692e-4,4.2735042735042746e-4,8.921933084175175e-4,0.2435855104700855,-0.27925582331906973,-0.012224454608059326,0.09613544739316239,0.22902220970572157,0.16115279745644576,1,25.61666667,0.03,0.211368803,5.459389805,-0.0020169160830166666
49,10,2,11.05676569,10,a,-0.6091237526412396,-0.517493789432379,-0.15594036016832402,-0.609,0.081666667,1.964077316,5.257665455,6.54783557609692e-4,4.2735042735042746e-4,8.921933084175175e-4,0.2435855104700855,-0.27925582331906973,-0.012224454608059326,0.09613544739316239,0.22902220970572157,0.16115279745644576,2,23.4,0.04,2.460938272,11.15929075,4.2735042735042746e-4
49,10,2,11.05676569,10,a,-0.6091237526412396,-0.517493789432379,-0.15594036016832402,-0.609,0.081666667,1.964077316,5.257665455,6.54783557609692e-4,4.2735042735042746e-4,8.921933084175175e-4,0.2435855104700855,-0.27925582331906973,-0.012224454608059326,0.09613544739316239,0.22902220970572157,0.16115279745644576,3,22.41666667,0.06,7.594852807,4.899306043,8.921933084175175e-4
51,50,9,12.28529521,50,c,0.6091237526412396,-0.046849817840802846,-0.1330640969200306,0.609,0.081666667,1.964077316,5.257665455,0.0013100436681222707,4.2765502500750614e-4,0.002230483271043794,0.18657298561462196,-0.30461980318146914,-0.053839787685589516,0.3394368602622148,0.48673572407632176,0.4115318281877729,1,25.63333333,0.03,1.817470189,5.139044093,-0.00201560469467043
51,50,9,12.28529521,50,c,0.6091237526412396,-0.046849817840802846,-0.1330640969200306,0.609,0.081666667,1.964077316,5.257665455,0.0013100436681222707,4.2765502500750614e-4,0.002230483271043794,0.18657298561462196,-0.30461980318146914,-0.053839787685589516,0.3394368602622148,0.48673572407632176,0.4115318281877729,2,23.38333333,0.04,9.754635437,9.501742406,4.2765502500750614e-4
51,50,9,12.28529521,50,c,0.6091237526412396,-0.046849817840802846,-0.1330640969200306,0.609,0.081666667,1.964077316,5.257665455,0.0013100436681222707,4.2765502500750614e-4,0.002230483271043794,0.18657298561462196,-0.30461980318146914,-0.053839787685589516,0.3394368602622148,0.48673572407632176,0.4115318281877729,3,22.41666667,0.09,20.66562792,2.673181817,0.002230483271043794
52,50,1,110.5676569,50,c,0.6091237526412396,-0.5847286425168899,1.6970369646193222,0.609,0.081666667,1.964077316,5.257665455,2.1857923497267765e-4,4.282655246252677e-4,0,1.657848754261242,-1.305067207589286,0.20715328878688524,0.35479617644539607,0.33020838437500005,0.34275756349726777,1,25.15,0.03,10.74149797,2.736451248,-0.002054340636182903
52,50,1,110.5676569,50,c,0.6091237526412396,-0.5847286425168899,1.6970369646193222,0.609,0.081666667,1.964077316,5.257665455,2.1857923497267765e-4,4.282655246252677e-4,0,1.657848754261242,-1.305067207589286,0.20715328878688524,0.35479617644539607,0.33020838437500005,0.34275756349726777,2,23.35,0.04,19.02598869,41.44721966,4.282655246252677e-4
52,50,1,110.5676569,50,c,0.6091237526412396,-0.5847286425168899,1.6970369646193222,0.609,0.081666667,1.964077316,5.257665455,2.1857923497267765e-4,4.282655246252677e-4,0,1.657848754261242,-1.305067207589286,0.20715328878688524,0.35479617644539607,0.33020838437500005,0.34275756349726777,3,22.4,0.04,26.4226565,12.21371421,0
53,10,13,1.701040875,10,a,-0.6091237526412396,0.22208959449724067,-0.3301519035315894,-0.609,0.081666667,1.964077316,5.257665455,9.464870695993073e-4,8.565310492505353e-4,0.001040118856023792,0.22162922398286938,-0.5443529410615681,-0.1536936715656129,0.20163523948608134,0.757720178849587,0.47411078674729595,1,25.76666667,0.02,-0.158049715,10.50483478,-0.002393272975110831
53,10,13,1.701040875,10,a,-0.6091237526412396,0.22208959449724067,-0.3301519035315894,-0.609,0.081666667,1.964077316,5.257665455,9.464870695993073e-4,8.565310492505353e-4,0.001040118856023792,0.22162922398286938,-0.5443529410615681,-0.1536936715656129,0.20163523948608134,0.757720178849587,0.47411078674729595,2,23.35,0.04,4.550133127,15.67987716,8.565310492505353e-4
53,10,13,1.701040875,10,a,-0.6091237526412396,0.22208959449724067,-0.3301519035315894,-0.609,0.081666667,1.964077316,5.257665455,9.464870695993073e-4,8.565310492505353e-4,0.001040118856023792,0.22162922398286938,-0.5443529410615681,-0.1536936715656129,0.20163523948608134,0.757720178849587,0.47411078674729595,3,22.43333333,0.063333333,21.54832247,3.468226184,0.001040118856023792
54,30,2,33.17029707,30,b,0,-0.517493789432379,0.25583237867337505,0,0.081666667,1.964077316,5.257665455,6.550218340611354e-4,4.2796005700029106e-4,8.915304607565423e-4,1.2572015581801423,-1.2067848065983335,0.05031449613537118,0.21193752955607165,0.47727087898622156,0.341900662117904,1,25.75,0.03,-0.192816345,5.139044093,-0.002006472504854369
54,30,2,33.17029707,30,b,0,-0.517493789432379,0.25583237867337505,0,0.081666667,1.964077316,5.257665455,6.550218340611354e-4,4.2796005700029106e-4,8.915304607565423e-4,1.2572015581801423,-1.2067848065983335,0.05031449613537118,0.21193752955607165,0.47727087898622156,0.341900662117904,2,23.36666667,0.04,4.759457263,34.51565384,4.2796005700029106e-4
54,30,2,33.17029707,30,b,0,-0.517493789432379,0.25583237867337505,0,0.081666667,1.964077316,5.257665455,6.550218340611354e-4,4.2796005700029106e-4,8.915304607565423e-4,1.2572015581801423,-1.2067848065983335,0.05031449613537118,0.21193752955607165,0.47727087898622156,0.341900662117904,3,22.43333333,0.06,15.46623398,7.443448016,8.915304607565423e-4
55,10,22,1.005160517,10,a,-0.6091237526412396,0.8272032722578386,-0.34310978691962934,-0.609,0.081666667,1.964077316,5.257665455,6.54783557609692e-4,8.55920114000582e-4,4.454342984409801e-4,0.3278709226351112,-0.581587140400891,-0.11776021989685263,0.17991565341228022,0.3771619281069042,0.27656561048551725,1,25.78333333,0.02,-0.137682008,7.11450932,-0.002391725934375142
55,10,22,1.005160517,10,a,-0.6091237526412396,0.8272032722578386,-0.34310978691962934,-0.609,0.081666667,1.964077316,5.257665455,6.54783557609692e-4,8.55920114000582e-4,4.454342984409801e-4,0.3278709226351112,-0.581587140400891,-0.11776021989685263,0.17991565341228022,0.3771619281069042,0.27656561048551725,2,23.36666667,0.04,4.066347094,14.77575988,8.55920114000582e-4
55,10,22,1.005160517,10,a,-0.6091237526412396,0.8272032722578386,-0.34310978691962934,-0.609,0.081666667,1.964077316,5.257665455,6.54783557609692e-4,8.55920114000582e-4,4.454342984409801e-4,0.3278709226351112,-0.581587140400891,-0.11776021989685263,0.17991565341228022,0.3771619281069042,0.27656561048551725,3,22.45,0.05,12.53363238,1.719128578,4.454342984409801e-4
56,30,9,7.371177127,30,b,0,-0.046849817840802846,-0.22456914996906696,0,0.081666667,1.964077316,5.257665455,6.547835577526059e-4,8.553100500150123e-4,4.4576523037827097e-4,0.4523597817608496,0.2543330198000496,0.35539942468612584,0.38538723730369034,0.4617128299497345,0.4227587351942902,1,25.78333333,0.03,-0.125159868,7.061118368,-0.002003878487654024
56,30,9,7.371177127,30,b,0,-0.046849817840802846,-0.22456914996906696,0,0.081666667,1.964077316,5.257665455,6.547835577526059e-4,8.553100500150123e-4,4.4576523037827097e-4,0.4523597817608496,0.2543330198000496,0.35539942468612584,0.38538723730369034,0.4617128299497345,0.4227587351942902,2,23.38333333,0.05,8.886478363,17.63879793,8.553100500150123e-4
56,30,9,7.371177127,30,b,0,-0.046849817840802846,-0.22456914996906696,0,0.081666667,1.964077316,5.257665455,6.547835577526059e-4,8.553100500150123e-4,4.4576523037827097e-4,0.4523597817608496,0.2543330198000496,0.35539942468612584,0.38538723730369034,0.4617128299497345,0.4227587351942902,3,22.43333333,0.06,19.24423618,23.34433534,4.4576523037827097e-4
57,30,13,5.103122626,30,b,0,0.22208959449724067,-0.26680225139780006,0,0.081666667,1.964077316,5.257665455,4.374772146965019e-4,5.706133950683862e-4,2.982848769574944e-4,-0.30110560356617605,-0.14632438859060404,-0.225436041310577,0.5867916564498158,0.6171609409395973,0.6016386161646635,1,25.81666667,0.03,0.814646749,11.86630406,-0.002001291168237406
57,30,13,5.103122626,30,b,0,0.22208959449724067,-0.26680225139780006,0,0.081666667,1.964077316,5.257665455,4.374772146965019e-4,5.706133950683862e-4,2.982848769574944e-4,-0.30110560356617605,-0.14632438859060404,-0.225436041310577,0.5867916564498158,0.6171609409395973,0.6016386161646635,2,23.36666667,0.043333333,14.52601179,4.830469789,5.706133950683862e-4
57,30,13,5.103122626,30,b,0,0.22208959449724067,-0.26680225139780006,0,0.081666667,1.964077316,5.257665455,4.374772146965019e-4,5.706133950683862e-4,2.982848769574944e-4,-0.30110560356617605,-0.14632438859060404,-0.225436041310577,0.5867916564498158,0.6171609409395973,0.6016386161646635,3,22.35,0.05,28.31955882,1.560119704,2.982848769574944e-4
58,50,17,6.503979818,50,c,0.6091237526412396,0.4910290068352842,-0.24071710051151354,0.609,0.081666667,1.964077316,5.257665455,0.0013124316440895054,8.565310492505354e-4,0.001788375558600838,0.11183655713062096,-0.1769239883342885,-0.029438197533398592,0.5276900332334046,0.6986811061551892,0.6113466208668358,1,25.85,0.03,2.5536474240000002,4.178006955,-0.0019987105222437134
58,50,17,6.503979818,50,c,0.6091237526412396,0.4910290068352842,-0.24071710051151354,0.609,0.081666667,1.964077316,5.257665455,0.0013124316440895054,8.565310492505354e-4,0.001788375558600838,0.11183655713062096,-0.1769239883342885,-0.029438197533398592,0.5276900332334046,0.6986811061551892,0.6113466208668358,2,23.35,0.05,14.8752097,6.789390564,8.565310492505354e-4
58,50,17,6.503979818,50,c,0.6091237526412396,0.4910290068352842,-0.24071710051151354,0.609,0.081666667,1.964077316,5.257665455,0.0013124316440895054,8.565310492505354e-4,0.001788375558600838,0.11183655713062096,-0.1769239883342885,-0.029438197533398592,0.5276900332334046,0.6986811061551892,0.6113466208668358,3,22.36666667,0.09,30.50237711,2.832190691,0.001788375558600838
59,50,13,8.505204377,50,c,0.6091237526412396,0.22208959449724067,-0.2034525992640108,0.609,0.081666667,1.964077316,5.257665455,0.0015300546448087434,4.282655246252677e-4,0.002678571428571429,0.029067349807280516,0.11397155955357144,0.07063793556284154,0.49067077306209844,0.6975463593750001,0.5919606776174864,1,25.85,0.03,0.447751119,8.823019788,-0.0019987105222437134
59,50,13,8.505204377,50,c,0.6091237526412396,0.22208959449724067,-0.2034525992640108,0.609,0.081666667,1.964077316,5.257665455,0.0015300546448087434,4.282655246252677e-4,0.002678571428571429,0.029067349807280516,0.11397155955357144,0.07063793556284154,0.49067077306209844,0.6975463593750001,0.5919606776174864,2,23.35,0.04,11.90491367,9.501742406,4.282655246252677e-4
59,50,13,8.505204377,50,c,0.6091237526412396,0.22208959449724067,-0.2034525992640108,0.609,0.081666667,1.964077316,5.257665455,0.0015300546448087434,4.282655246252677e-4,0.002678571428571429,0.029067349807280516,0.11397155955357144,0.07063793556284154,0.49067077306209844,0.6975463593750001,0.5919606776174864,3,22.4,0.1,27.52995212,12.05470534,0.002678571428571429
60,10,1,22.11353138,10,a,-0.6091237526412396,-0.5847286425168899,0.04994600925252557,-0.609,0.081666667,1.964077316,5.257665455,4.374772146965018e-4,4.282655246252676e-4,4.4709388965020964e-4,0.1695577284368308,-0.16531031644332184,0.005725093998853438,0.08269590239828693,0.20134691701917332,0.1407453597928731,1,25.65,0.02,-0.279659079,1.77541411,-0.0024041585575048734
60,10,1,22.11353138,10,a,-0.6091237526412396,-0.5847286425168899,0.04994600925252557,-0.609,0.081666667,1.964077316,5.257665455,4.374772146965018e-4,4.282655246252676e-4,4.4709388965020964e-4,0.1695577284368308,-0.16531031644332184,0.005725093998853438,0.08269590239828693,0.20134691701917332,0.1407453597928731,2,23.35,0.03,1.651290242,5.734587069,4.282655246252676e-4
60,10,1,22.11353138,10,a,-0.6091237526412396,-0.5847286425168899,0.04994600925252557,-0.609,0.081666667,1.964077316,5.257665455,4.374772146965018e-4,4.282655246252676e-4,4.4709388965020964e-4,0.1695577284368308,-0.16531031644332184,0.005725093998853438,0.08269590239828693,0.20134691701917332,0.1407453597928731,3,22.36666667,0.04,6.15474962,2.037146324,4.4709388965020964e-4
61,10,4,5.528382845,10,a,-0.6091237526412396,-0.38302408326335724,-0.2588835448787488,-0.609,0.081666667,1.964077316,5.257665455,8.749544295843898e-4,8.553100500150122e-4,8.955223881933615e-4,-0.08570502736788381,-0.1063233790009438,-0.09577742663445533,0.18281860856490645,0.24524943258884319,0.2133170789228315,1,26,0.02,-0.07469595,5.779735518,-0.0023717948846153844
61,10,4,5.528382845,10,a,-0.6091237526412396,-0.38302408326335724,-0.2588835448787488,-0.609,0.081666667,1.964077316,5.257665455,8.749544295843898e-4,8.553100500150122e-4,8.955223881933615e-4,-0.08570502736788381,-0.1063233790009438,-0.09577742663445533,0.18281860856490645,0.24524943258884319,0.2133170789228315,2,23.38333333,0.04,4.200212513,3.775666295,8.553100500150122e-4
61,10,4,5.528382845,10,a,-0.6091237526412396,-0.38302408326335724,-0.2588835448787488,-0.609,0.081666667,1.964077316,5.257665455,8.749544295843898e-4,8.553100500150122e-4,8.955223881933615e-4,-0.08570502736788381,-0.1063233790009438,-0.09577742663445533,0.18281860856490645,0.24524943258884319,0.2133170789228315,3,22.33333333,0.06,9.67744984,1.401110831,8.955223881933615e-4
62,50,4,27.64191423,50,c,0.6091237526412396,-0.38302408326335724,0.1528891940560546,0.609,0.081666667,1.964077316,5.257665455,0.0010932944607210857,8.553100500150123e-4,0.0013422818791946308,0.6087367954823573,NA,NA,0.344593988602223,0.5287207691275166,0.43457722938298665,1,26.01666667,0.03,2.354605391,1.294895541,-0.0019859064827692625
62,50,4,27.64191423,50,c,0.6091237526412396,-0.38302408326335724,0.1528891940560546,0.609,0.081666667,1.964077316,5.257665455,0.0010932944607210857,8.553100500150123e-4,0.0013422818791946308,0.6087367954823573,NA,NA,0.344593988602223,0.5287207691275166,0.43457722938298665,2,23.38333333,0.05,10.41236149,15.52919094,8.553100500150123e-4
62,50,4,27.64191423,50,c,0.6091237526412396,-0.38302408326335724,0.1528891940560546,0.609,0.081666667,1.964077316,5.257665455,0.0010932944607210857,8.553100500150123e-4,0.0013422818791946308,0.6087367954823573,NA,NA,0.344593988602223,0.5287207691275166,0.43457722938298665,3,22.35,0.08,22.22927068,NA,0.0013422818791946308
63,50,22,5.025802587,50,c,0.6091237526412396,0.8272032722578386,-0.2682420162042105,0.609,0.081666667,1.964077316,5.257665455,8.746355683856215e-4,8.55920114000582e-4,8.94187779300419e-4,0.4765417125711067,-0.4580212015561816,0.019477780077335603,0.5231715937770084,0.7988663578541182,0.6580048202320692,1,26.03333333,0.02,2.783250247,2.736451248,-0.0023687580156682144
63,50,22,5.025802587,50,c,0.6091237526412396,0.8272032722578386,-0.2682420162042105,0.609,0.081666667,1.964077316,5.257665455,8.746355683856215e-4,8.55920114000582e-4,8.94187779300419e-4,0.4765417125711067,-0.4580212015561816,0.019477780077335603,0.5231715937770084,0.7988663578541182,0.6580048202320692,2,23.36666667,0.04,15.00802649,13.8716426,8.55920114000582e-4
63,50,22,5.025802587,50,c,0.6091237526412396,0.8272032722578386,-0.2682420162042105,0.609,0.081666667,1.964077316,5.257665455,8.746355683856215e-4,8.55920114000582e-4,8.94187779300419e-4,0.4765417125711067,-0.4580212015561816,0.019477780077335603,0.5231715937770084,0.7988663578541182,0.6580048202320692,3,22.36666667,0.06,32.87600403,3.627235057,8.94187779300419e-4
64,30,17,3.902387891,30,b,0,0.4910290068352842,-0.2891609521388534,0,0.081666667,1.964077316,5.257665455,0.0013129102844638947,0.001284796573875803,0.0013422818791946308,0.3844561486081371,-0.6047880356152125,-0.09934270297592997,0.38882314119914346,0.5359031391498881,0.4607539498249452,1,26.06666667,0.02,4.472896153,6.10008123,-0.002365728912740955
64,30,17,3.902387891,30,b,0,0.4910290068352842,-0.2891609521388534,0,0.081666667,1.964077316,5.257665455,0.0013129102844638947,0.001284796573875803,0.0013422818791946308,0.3844561486081371,-0.6047880356152125,-0.09934270297592997,0.38882314119914346,0.5359031391498881,0.4607539498249452,2,23.35,0.05,13.5519165,15.0771323,0.001284796573875803
64,30,17,3.902387891,30,b,0,0.4910290068352842,-0.2891609521388534,0,0.081666667,1.964077316,5.257665455,0.0013129102844638947,0.001284796573875803,0.0013422818791946308,0.3844561486081371,-0.6047880356152125,-0.09934270297592997,0.38882314119914346,0.5359031391498881,0.4607539498249452,3,22.35,0.08,25.52935166,1.560119704,0.0013422818791946308
65,30,22,3.015481552,30,b,0,0.8272032722578386,-0.3056759015619199,0,0.081666667,1.964077316,5.257665455,8.749544293930036e-4,0.001279317697228145,4.491017963399546e-4,NA,NA,-0.0015112507107902765,0.8393817818763327,0.3768006255423951,0.6140779448695532,1,26.08333333,0.02,-0.248682935,3.537315529,-0.002364217265477855
65,30,22,3.015481552,30,b,0,0.8272032722578386,-0.3056759015619199,0,0.081666667,1.964077316,5.257665455,8.749544293930036e-4,0.001279317697228145,4.491017963399546e-4,NA,NA,-0.0015112507107902765,0.8393817818763327,0.3768006255423951,0.6140779448695532,2,23.45,0.05,19.43481985,NA,0.001279317697228145
65,30,22,3.015481552,30,b,0,0.8272032722578386,-0.3056759015619199,0,0.081666667,1.964077316,5.257665455,8.749544293930036e-4,0.001279317697228145,4.491017963399546e-4,NA,NA,-0.0015112507107902765,0.8393817818763327,0.3768006255423951,0.6140779448695532,3,22.26666667,0.06,27.82491378,3.468226184,4.491017963399546e-4
66,30,1,66.34059414,30,b,0,-0.5847286425168899,0.8734914869359238,0,0.081666667,1.964077316,5.257665455,4.377964246944763e-4,0,8.975317877184043e-4,-0.0014769971367521314,0.1341869676640519,0.06469692512693886,0.24550097179487182,0.42673577624932474,0.33390335542750116,1,26.03333333,0.03,-0.219152836,3.05679696,-0.0019846350962848445
66,30,1,66.34059414,30,b,0,-0.5847286425168899,0.8734914869359238,0,0.081666667,1.964077316,5.257665455,4.377964246944763e-4,0,8.975317877184043e-4,-0.0014769971367521314,0.1341869676640519,0.06469692512693886,0.24550097179487182,0.42673577624932474,0.33390335542750116,2,23.4,0.03,5.525569904,3.022235227,0
66,30,1,66.34059414,30,b,0,-0.5847286425168899,0.8734914869359238,0,0.081666667,1.964077316,5.257665455,4.377964246944763e-4,0,8.975317877184043e-4,-0.0014769971367521314,0.1341869676640519,0.06469692512693886,0.24550097179487182,0.42673577624932474,0.33390335542750116,3,22.28333333,0.05,15.03466545,6.012368156,8.975317877184043e-4
